,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,first_name,Mr,second_name,Survived
594,595,2,1,37.0,1,0,855,26.0,0,3,139,12,610,0
595,596,3,1,36.0,1,1,425,24.16,0,3,811,12,561,0
596,597,2,0,29.88,0,0,207,33.0,0,3,437,9,573,1
597,598,3,1,49.0,0,0,787,0.0,0,3,382,12,60,0
598,599,3,1,29.88,0,0,258,7.227,0,1,90,12,450,0
599,600,1,1,49.0,1,0,798,56.94,7,1,224,16,228,1
600,601,2,0,24.0,2,1,189,27.0,0,3,368,13,968,1
601,602,3,1,29.88,0,0,497,7.895,0,3,740,12,877,0
602,603,1,1,29.88,0,0,61,42.4,0,3,316,12,203,0
603,604,3,1,44.0,0,0,591,8.05,0,3,797,12,350,0
604,605,1,1,35.0,0,0,12,26.55,0,1,350,12,465,1
605,606,3,1,36.0,1,0,542,15.55,0,3,451,12,264,0
606,607,3,1,30.0,0,0,529,7.895,0,3,392,12,802,0
607,608,1,1,27.0,0,0,66,30.5,0,3,190,12,926,1
608,609,2,0,22.0,1,2,868,41.6,0,1,428,13,636,1
609,610,1,0,40.0,0,0,805,153.5,73,3,725,9,307,1
610,611,3,0,39.0,1,5,459,31.28,0,3,21,13,90,0
611,612,3,1,29.88,0,0,874,7.05,0,3,371,12,631,0
612,613,3,0,29.88,1,0,612,15.5,0,2,550,9,750,1
613,614,3,1,29.88,0,0,643,7.75,0,2,353,12,592,0
614,615,3,1,35.0,0,0,592,8.05,0,3,103,12,1082,0
615,616,2,0,24.0,1,2,138,65.0,0,3,335,9,73,1
616,617,3,1,34.0,1,1,457,14.4,0,3,189,12,346,0
617,618,3,0,26.0,1,0,734,16.1,0,3,459,13,1085,0
618,619,2,0,4.0,2,1,146,39.0,184,3,66,9,767,1
619,620,2,1,26.0,0,0,340,10.5,0,3,274,12,694,0
620,621,3,1,27.0,1,0,253,14.45,0,1,859,12,110,0
621,622,1,1,42.0,1,0,72,52.56,123,3,408,12,284,1
622,623,3,1,20.0,1,1,247,15.74,0,1,555,12,935,1
623,624,3,1,21.0,0,0,547,7.855,0,3,310,12,485,0
624,625,3,1,21.0,0,0,678,16.1,0,3,92,12,239,0
625,626,1,1,61.0,0,0,628,32.3,143,3,778,12,390,0
626,627,2,1,57.0,0,0,135,12.35,0,2,411,15,207,0
627,628,1,0,21.0,0,0,92,77.94,147,3,462,9,439,1
628,629,3,1,26.0,0,0,507,7.895,0,3,88,12,440,0
629,630,3,1,29.88,0,0,392,7.734,0,2,583,12,858,0
630,631,1,1,80.0,0,0,296,30.0,9,3,55,12,71,1
631,632,3,1,51.0,0,0,478,7.055,0,3,467,12,586,0
632,633,1,1,32.0,0,0,90,30.5,45,1,757,4,793,1
633,634,1,1,29.88,0,0,17,0.0,0,3,612,12,1103,0
634,635,3,0,9.0,3,2,464,27.9,0,3,739,9,730,0
635,636,2,0,28.0,0,0,169,13.0,0,3,196,9,777,1
636,637,3,1,32.0,0,0,908,7.926,0,3,436,12,112,0
637,638,2,1,31.0,1,1,761,26.25,0,3,162,12,468,0
638,639,3,0,41.0,0,5,335,39.7,0,3,609,13,651,0
639,640,3,1,29.88,1,0,654,16.1,0,3,791,12,868,0
640,641,3,1,20.0,0,0,558,7.855,0,3,375,12,458,0
641,642,1,0,24.0,0,0,795,69.3,34,1,701,10,326,1
642,643,3,0,2.0,3,2,464,27.9,0,3,739,9,753,0
643,644,3,1,29.88,0,0,104,56.5,0,3,254,12,215,1
644,645,3,0,0.75,2,1,260,19.27,0,1,44,9,358,1
645,646,1,1,48.0,1,0,803,76.75,130,1,315,12,495,1
646,647,3,1,19.0,0,0,514,7.895,0,3,169,12,718,0
647,648,1,1,56.0,0,0,89,35.5,11,1,730,1,840,1
648,649,3,1,29.88,0,0,845,7.55,0,3,849,12,267,0
649,650,3,0,23.0,0,0,777,7.55,0,3,760,9,88,1
650,651,3,1,29.88,0,0,504,7.895,0,3,530,12,807,0
651,652,2,0,18.0,0,1,149,23.0,0,3,213,9,315,1
652,653,3,1,21.0,0,0,702,8.43,0,3,390,12,590,0
653,654,3,0,29.88,0,0,377,7.83,0,2,589,9,454,1
654,655,3,0,18.0,0,0,603,6.75,0,2,328,9,453,0
655,656,2,1,24.0,2,0,847,73.5,0,3,337,12,705,0
656,657,3,1,29.88,0,0,506,7.895,0,3,653,12,48,0
657,658,3,0,32.0,1,1,596,15.5,0,2,91,13,594,0
658,659,2,1,23.0,0,0,326,13.0,0,3,231,12,417,0
659,660,1,1,58.0,0,2,573,113.25,141,1,565,12,127,0
660,661,1,1,50.0,2,0,827,133.6,0,3,261,4,497,1
661,662,3,1,40.0,0,0,231,7.227,0,1,46,12,809,0
662,663,1,1,47.0,0,0,679,25.6,168,3,161,12,278,0
663,664,3,1,36.0,0,0,493,7.496,0,3,157,12,864,0
664,665,3,1,20.0,1,0,903,7.926,0,3,452,12,292,1
665,666,2,1,32.0,2,0,847,73.5,0,3,337,12,710,0
666,667,2,1,25.0,0,0,157,13.0,0,3,111,12,903,0
667,668,3,1,29.88,0,0,343,7.773,0,3,679,12,684,0
668,669,3,1,43.0,0,0,727,8.05,0,3,168,12,538,0
669,670,1,0,29.88,1,0,127,52.0,74,3,784,13,314,1
670,671,2,0,40.0,1,1,325,39.0,0,3,104,13,1024,1
671,672,1,1,31.0,1,0,779,52.0,52,3,194,12,1027,0
672,673,2,1,70.0,0,0,752,10.5,0,3,529,12,492,0
673,674,2,1,31.0,0,0,192,13.0,0,3,845,12,190,1
674,675,2,1,29.88,0,0,181,0.0,0,3,829,12,329,0
675,676,3,1,18.0,0,0,544,7.773,0,3,230,12,445,0
676,677,3,1,24.5,0,0,407,8.05,0,3,710,12,392,0
677,678,3,0,18.0,0,0,676,9.84,0,3,807,9,101,1
678,679,3,0,43.0,1,6,775,46.9,0,3,292,13,391,0
679,680,1,1,36.0,0,1,831,512.5,46,1,127,12,1010,1
680,681,3,0,29.88,0,0,383,8.14,0,2,635,9,680,0
681,682,1,1,27.0,0,0,803,76.75,142,1,320,12,449,1
682,683,3,1,20.0,0,0,684,9.23,0,3,596,12,1026,0
683,684,3,1,14.0,5,2,775,46.9,0,3,292,12,197,0
684,685,2,1,60.0,1,1,325,39.0,0,3,104,12,1023,0
685,686,2,1,25.0,1,2,868,41.6,0,1,428,12,646,0
686,687,3,1,14.0,4,1,335,39.7,0,3,609,12,537,0
687,688,3,1,19.0,0,0,511,10.17,0,3,187,12,167,0
688,689,3,1,18.0,0,0,551,7.797,0,3,249,12,252,0
689,690,1,0,15.0,0,1,187,211.4,44,3,475,9,428,1
690,691,1,1,31.0,1,0,113,57.0,27,3,207,12,40,1
691,692,3,0,4.0,0,1,539,13.414,0,1,395,9,736,1
692,693,3,1,29.88,0,0,104,56.5,0,3,423,12,72,1
693,694,3,1,25.0,0,0,267,7.227,0,1,694,12,682,0
694,695,1,1,60.0,0,0,63,26.55,0,3,832,1,592,0
695,696,2,1,52.0,0,0,208,13.5,0,3,139,12,205,0
696,697,3,1,44.0,0,0,585,8.05,0,3,401,12,544,0
697,698,3,0,29.88,0,0,576,7.734,0,2,547,9,679,1
698,699,1,1,49.0,1,1,107,110.9,100,1,786,12,597,0
699,700,3,1,42.0,0,0,479,7.65,179,3,357,12,31,0
700,701,1,0,18.0,1,0,833,227.5,98,1,37,13,615,1
701,702,1,1,35.0,0,0,793,26.28,153,3,727,12,980,1
702,703,3,0,18.0,0,1,286,14.45,0,1,53,9,937,0
703,704,3,1,25.0,0,0,620,7.742,0,2,270,12,775,0
704,705,3,1,26.0,1,0,545,7.855,0,3,310,12,480,0
705,706,2,1,39.0,0,0,226,26.0,0,3,540,12,494,0
706,707,2,0,45.0,0,0,140,13.5,0,3,401,13,369,1
707,708,1,1,42.0,0,0,794,26.28,153,3,117,12,277,1
708,709,1,0,22.0,0,0,49,151.5,0,3,152,9,73,1
709,710,3,1,29.88,1,1,255,15.24,0,1,543,8,448,1
710,711,1,0,24.0,0,0,796,49.5,111,1,498,10,160,1
711,712,1,1,29.88,0,0,26,26.55,72,3,412,12,503,0
712,713,1,1,48.0,1,0,127,52.0,74,3,784,12,313,1
713,714,3,1,29.0,0,0,694,9.484,0,3,429,12,136,0
714,715,2,1,52.0,0,0,219,13.0,0,3,296,12,940,0
715,716,3,1,19.0,0,0,482,7.65,180,3,751,12,878,0
716,717,1,0,38.0,0,0,833,227.5,87,1,239,9,183,1
717,718,2,0,27.0,0,0,403,10.5,149,3,804,9,286,1
718,719,3,1,29.88,0,0,606,15.5,0,2,506,12,798,0
719,720,3,1,33.0,0,0,439,7.773,0,3,382,12,735,0
720,721,2,0,6.0,0,1,207,33.0,0,3,315,9,105,1
721,722,3,1,17.0,1,0,557,7.055,0,3,375,12,998,0
722,723,2,1,34.0,0,0,84,13.0,0,3,284,12,1102,0
723,724,2,1,50.0,0,0,216,13.0,0,3,344,12,493,0
724,725,1,1,27.0,1,0,67,53.1,174,3,138,12,837,1
725,726,3,1,20.0,0,0,358,8.664,0,3,598,12,728,0
726,727,2,0,30.0,3,0,339,21.0,0,3,659,13,882,1
727,728,3,0,29.88,0,0,622,7.74,0,2,488,9,752,1
728,729,2,1,25.0,1,0,162,26.0,0,3,105,12,689,0
729,730,3,0,25.0,1,0,912,7.926,0,3,364,9,892,0
730,731,1,0,29.0,0,0,187,211.4,44,3,15,9,300,1
731,732,3,1,11.0,0,0,294,18.78,0,1,321,12,510,0
732,733,2,1,29.88,0,0,180,0.0,0,3,414,12,923,0
733,734,2,1,23.0,0,0,311,13.0,0,3,73,12,1107,0
734,735,2,1,23.0,0,0,152,13.0,0,3,802,12,810,0
735,736,3,1,28.5,0,0,678,16.1,0,3,850,12,709,0
736,737,3,0,48.0,1,3,924,34.38,0,3,255,13,270,0
737,738,1,1,35.0,0,0,831,512.5,22,1,443,12,447,1
738,739,3,1,29.88,0,0,484,7.895,0,3,367,12,662,0
739,740,3,1,29.88,0,0,501,7.895,0,3,557,12,805,0
740,741,1,1,29.88,0,0,106,30.0,138,3,322,12,1062,1
741,742,1,1,36.0,1,0,118,78.9,88,3,135,12,1037,0
742,743,1,0,21.0,2,2,824,262.5,48,1,693,9,996,1
743,744,3,1,24.0,1,0,655,16.1,0,3,512,12,815,0
744,745,3,1,31.0,0,0,905,7.926,0,3,771,12,653,1
745,746,1,1,70.0,1,1,928,71.0,28,3,180,0,274,0
746,747,3,1,16.0,1,1,753,20.25,0,3,1,12,932,0
747,748,2,0,30.0,0,0,220,13.0,0,3,732,9,97,1
748,749,1,1,19.0,1,0,45,53.1,129,3,493,12,234,0
749,750,3,1,31.0,0,0,395,7.75,0,2,165,12,798,0
750,751,2,0,4.0,1,1,318,23.0,0,3,834,9,574,1
751,752,3,1,6.0,0,1,669,12.48,151,3,536,8,797,1
752,753,3,1,33.0,0,0,431,9.5,0,3,813,12,591,0
753,754,3,1,23.0,0,0,487,7.895,0,3,385,12,691,0
754,755,2,0,48.0,1,2,138,65.0,0,3,335,13,943,1
755,756,2,1,0.67,1,1,221,14.5,0,3,307,8,1052,1
756,757,3,1,28.0,0,0,552,7.797,0,3,128,12,135,0
757,758,2,1,18.0,0,0,323,11.5,0,3,47,12,872,0
758,759,3,1,34.0,0,0,584,8.05,0,3,787,12,1019,0
759,760,1,0,33.0,0,0,0,86.5,54,3,686,17,1125,1
760,761,3,1,29.88,0,0,577,14.5,0,3,271,12,592,0
761,762,3,1,41.0,0,0,886,7.125,0,3,573,12,525,0
762,763,3,1,20.0,0,0,257,7.23,0,1,52,12,451,1
763,764,1,0,36.0,1,2,43,120.0,61,3,131,13,1097,1
764,765,3,1,16.0,0,0,451,7.773,0,3,232,12,456,0
765,766,1,0,51.0,1,0,92,77.94,120,3,345,13,602,1
766,767,1,1,29.88,0,0,24,39.6,0,1,101,4,124,0
767,768,3,0,30.5,0,0,597,7.75,0,2,486,9,777,0
768,769,3,1,29.88,1,0,646,24.16,0,2,538,12,233,0
769,770,3,1,32.0,0,0,701,8.36,0,3,298,12,232,0
770,771,3,1,24.0,0,0,432,9.5,0,3,447,12,906,0
771,772,3,1,48.0,0,0,556,7.855,0,3,375,12,824,0
772,773,2,0,57.0,0,0,844,10.5,173,3,473,13,17,0
773,774,3,1,29.88,0,0,269,7.227,0,1,234,12,243,0
774,775,2,0,54.0,1,3,320,23.0,0,3,343,13,303,1
775,776,3,1,18.0,0,0,455,7.75,0,3,551,12,863,0
776,777,3,1,29.88,0,0,661,7.75,183,2,793,12,930,0
777,778,3,0,5.0,0,0,593,12.48,0,3,236,9,1054,1
778,779,3,1,29.88,0,0,621,7.74,0,2,407,12,1014,0
779,780,1,0,43.0,0,1,187,211.4,32,3,674,13,280,1
780,781,3,0,13.0,0,0,282,7.23,0,1,41,9,143,1
781,782,1,0,17.0,1,0,113,57.0,27,3,207,13,41,1
782,783,1,1,29.0,0,0,36,30.0,145,3,461,12,804,0
783,784,3,1,29.88,1,2,923,23.45,0,3,383,12,94,0
784,785,3,1,25.0,0,0,881,7.05,0,3,14,12,1073,0
785,786,3,1,25.0,0,0,651,7.25,0,3,314,12,22,0
786,787,3,0,18.0,0,0,328,7.496,0,3,737,9,101,1
787,788,3,1,8.0,4,1,659,29.12,0,2,664,8,420,0
788,789,3,1,1.0,1,2,750,20.58,0,3,199,8,163,1
789,790,1,1,46.0,0,0,810,79.2,58,1,300,12,148,0
790,791,3,1,29.88,0,0,85,7.75,0,2,398,12,93,0
791,792,2,1,16.0,0,0,182,26.0,0,3,273,12,60,0
792,793,3,0,29.88,8,2,778,69.56,0,3,700,9,987,0
793,794,1,1,29.88,0,0,817,30.7,0,1,356,12,1098,0
794,795,3,1,25.0,0,0,486,7.895,0,3,193,12,919,0
795,796,2,1,39.0,0,0,304,13.0,0,3,602,12,908,0
796,797,1,0,49.0,0,0,111,25.92,122,3,432,4,74,1
797,798,3,0,31.0,0,0,527,8.68,0,3,600,13,744,1
798,799,3,1,30.0,0,0,280,7.23,0,1,360,12,1124,0
799,800,3,0,30.0,1,1,425,24.16,0,3,811,13,562,0
800,801,2,1,34.0,0,0,219,13.0,0,3,647,12,775,0
801,802,2,0,31.0,1,1,761,26.25,0,3,162,13,469,1
802,803,1,1,11.0,1,2,43,120.0,61,3,131,8,1117,1
803,804,3,1,0.42,0,1,233,8.516,0,1,788,8,130,1
804,805,3,1,27.0,0,0,465,6.977,0,3,326,12,852,1
805,806,3,1,31.0,0,0,440,7.773,0,3,380,12,671,0
806,807,1,1,39.0,0,0,15,0.0,16,3,24,12,1017,0
807,808,3,0,18.0,0,0,463,7.773,0,3,640,9,310,0
808,809,2,1,39.0,0,0,205,13.0,0,3,520,12,132,0
809,810,1,0,33.0,1,0,67,53.1,174,3,138,13,838,1
810,811,3,1,26.0,0,0,468,7.887,0,3,12,12,1073,0
811,812,3,1,39.0,0,0,714,24.16,0,3,442,12,544,0
812,813,2,1,35.0,0,0,303,10.5,0,3,742,12,914,0
813,814,3,0,6.0,4,2,459,31.28,0,3,21,9,251,0
814,815,3,1,30.5,0,0,588,8.05,0,3,795,12,341,0
815,816,1,1,29.88,0,0,19,0.0,23,3,265,12,908,0
816,817,3,0,23.0,0,0,916,7.926,0,3,330,9,1070,0
817,818,2,1,31.0,1,1,841,37.0,0,1,484,12,37,0
818,819,3,1,43.0,0,0,744,6.45,0,3,347,12,606,0
819,820,3,1,10.0,3,2,464,27.9,0,3,739,8,674,0
820,821,1,0,52.0,1,1,86,93.5,51,3,323,13,209,1
821,822,3,1,27.0,0,0,362,8.664,0,3,466,12,825,1
822,823,1,1,38.0,0,0,125,0.0,0,3,660,5,607,0
823,824,3,0,27.0,0,1,669,12.48,151,3,536,13,3,1
824,825,3,1,2.0,4,1,335,39.7,0,3,609,8,1039,0
825,826,3,1,29.88,0,0,616,6.95,0,2,252,12,592,0
826,827,3,1,29.88,0,0,104,56.5,0,3,423,12,697,0
827,828,2,1,1.0,0,2,841,37.0,0,1,484,8,92,1
828,829,3,1,29.88,0,0,610,7.75,0,2,501,12,1016,1
829,830,1,0,62.0,0,0,42,80.0,31,0,767,13,423,1
830,831,3,0,15.0,1,0,253,14.45,0,1,859,13,111,1
831,832,2,1,0.83,1,1,321,18.75,0,3,666,8,425,1
832,833,3,1,29.88,0,0,266,7.23,0,1,694,12,86,0
833,834,3,1,23.0,0,0,473,7.855,0,3,40,12,37,0
834,835,3,1,18.0,0,0,139,8.3,0,3,17,12,854,0
835,836,1,0,39.0,1,1,832,83.2,165,1,163,9,951,1
836,837,3,1,21.0,0,0,361,8.664,0,3,615,12,542,0
837,838,3,1,29.88,0,0,667,8.05,0,3,734,12,790,0
838,839,3,1,32.0,0,0,104,56.5,0,3,145,12,189,1
839,840,1,1,29.88,0,0,79,29.7,89,1,490,12,891,1
840,841,3,1,20.0,0,0,888,7.926,0,3,13,12,527,0
841,842,2,1,16.0,0,0,844,10.5,0,3,546,12,1008,0
842,843,1,0,30.0,0,0,62,31.0,0,1,716,9,137,1
843,844,3,1,34.5,0,0,278,6.438,0,1,438,12,883,0
844,845,3,1,17.0,0,0,354,8.664,0,3,181,12,571,0
845,846,3,1,42.0,0,0,772,7.55,0,3,0,12,106,0
846,847,3,1,29.88,8,2,778,69.56,0,3,700,12,250,0
847,848,3,1,35.0,0,0,496,7.895,0,1,491,12,763,0
848,849,2,1,28.0,0,1,207,33.0,0,3,315,15,592,0
849,850,1,0,29.88,1,0,108,89.1,113,1,288,13,948,1
850,851,3,1,4.0,4,2,459,31.28,0,3,21,8,971,0
851,852,3,1,74.0,0,0,437,7.773,0,3,779,12,575,0
852,853,3,0,9.0,1,1,273,15.24,0,1,90,9,839,0
853,854,1,0,16.0,0,1,809,39.4,128,3,455,9,779,1
854,855,2,0,44.0,1,0,191,26.0,0,3,131,13,338,0
855,856,3,0,18.0,0,1,666,9.35,0,3,9,13,939,1
856,857,1,0,45.0,1,1,626,164.9,0,3,841,13,413,1
857,858,1,1,51.0,0,0,33,26.55,152,3,188,12,880,1
858,859,3,0,24.0,0,3,260,19.27,0,1,44,13,979,1
859,860,3,1,29.88,0,0,237,7.23,0,1,655,12,896,0
860,861,3,1,41.0,2,0,546,14.11,0,3,310,12,220,0
861,862,2,1,21.0,1,0,302,11.5,0,3,281,12,395,0
862,863,1,0,48.0,0,0,112,25.92,122,3,782,13,397,1
863,864,3,0,29.88,8,2,778,69.56,0,3,700,9,248,0
864,865,2,1,24.0,0,0,154,13.0,0,3,283,12,629,0
865,866,2,0,42.0,0,0,161,13.0,0,3,114,13,10,1
866,867,2,0,27.0,1,0,863,13.86,0,1,227,9,131,1
867,868,1,1,31.0,0,0,807,50.5,10,3,676,12,1068,0
868,869,3,1,29.88,0,0,428,9.5,0,3,874,12,884,0
869,870,3,1,4.0,1,1,477,11.13,0,3,382,8,461,1
870,871,3,1,26.0,0,0,531,7.895,0,3,49,12,188,0
871,872,1,0,47.0,1,1,70,52.56,132,3,67,13,916,1
872,873,1,1,33.0,0,0,688,5.0,46,3,128,12,385,0
873,874,3,1,47.0,0,0,419,9.0,0,3,816,12,1045,0
874,875,2,0,28.0,1,0,789,24.0,0,1,3,13,942,1
875,876,3,0,15.0,0,0,261,7.227,0,1,554,9,27,1
876,877,3,1,20.0,0,0,691,9.84,0,3,301,12,70,0
877,878,3,1,19.0,0,0,495,7.895,0,3,638,12,817,0
878,879,3,1,29.88,0,0,500,7.895,0,3,422,12,688,0
879,880,1,0,56.0,0,1,75,83.2,91,1,650,13,1018,1
880,881,2,0,25.0,0,1,147,26.0,0,3,722,13,1077,1
881,882,3,1,33.0,0,0,540,7.895,0,3,492,12,588,0
882,883,3,0,22.0,0,0,697,10.516,0,3,186,9,429,0
883,884,2,1,28.0,0,0,774,10.5,0,3,51,12,396,0
884,885,3,1,25.0,0,0,891,7.05,0,3,777,12,490,0
885,886,3,0,39.0,0,5,659,29.12,0,2,664,13,1078,0
886,887,2,1,27.0,0,0,130,13.0,0,3,535,15,660,0
887,888,1,0,19.0,0,0,18,30.0,41,3,294,9,749,1
888,889,3,0,29.88,1,2,923,23.45,0,3,383,9,186,0
889,890,1,1,26.0,0,0,11,30.0,78,1,69,12,669,1
890,891,3,1,32.0,0,0,642,7.75,0,2,214,12,857,0
